"","date_time","latitude","longitude","altitude","pressure","temperature","satellites_used","gps_fixtime","positiondop","h_accuracy","v_accuracy","x_speed","y_speed","z_speed","speed_accuracy","location","userflag","speed_3d","speed_2d","direction","altitude_agl","year"
"1",2012-07-18 11:21:00,"\N","\N","\N","\N",24.7,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",0,"\N","\N","\N","\N","2012"
"2",2012-07-18 11:21:54,"51.2330654","2.9299028","3","\N",23.9,"\N","160.8","4","12.6","13.5","-0.57","-1.11","2.5","1.76","0101000020E6100000AEAB13E170700740226A4716D59D4940",0,"2.79410092874255","2.31988671455149","-27.7288206950387","2","2012"
"3",2012-07-18 11:21:58,"51.2331327","2.9298511","7","\N",21.1,"\N","3.9","4","9.5","9.2","-0.21","-1.22","1.26","0.99","0101000020E61000006F3205C6557007406810D54AD79D4940",0,"1.76638047996461","1.56865060431388","-50.3430443234626","6","2012"
"4",2012-07-18 11:22:02,"51.2332027","2.929805","11","\N",21.1,"\N","4","4","8.3","8","-0.2","-1.31","1.45","0.81","0101000020E61000001C42959A3D70074061EB0896D99D4940",0,"1.96433194750785","1.71176073175706","-49.3164602706442","10","2012"
"5",2012-07-18 11:22:06,"51.2332269","2.9297622","11","\N",21.2,"\N","4","4","7.5","6.9","1.15","-0.86","0.26","0.77","0101000020E6100000C274102A2770074013060A61DA9D4940",0,"1.45934917000696","1.15319964359094","-127.274193047687","10","2012"
"6",2012-07-18 11:22:10,"51.2332497","2.9297058","13","\N",21.3,"\N","4","4","7.5","6.7","0.63","-0.9","1","0.64","0101000020E61000004E362F9809700740A2A64C20DB9D4940",0,"1.48556386601183","0.946677840367398","-79.5659042253459","12","2012"
"7",2012-07-18 11:22:14,"51.2332718","2.9296509","13","\N",21.4,"\N","3.9","4","8.1","6.9","0.25","-1.04","0.5","0.74","0101000020E61000006393A1CFEC6F07401E0AB0D9DB9D4940",0,"1.18072011924927","1.0634999034754","-81.3554007496042","12","2012"
"8",2012-07-18 11:22:18,"51.2332896","2.9296009","14","\N",21.5,"\N","4","4","8.6","7.7","0.03","-0.79","0.39","0.76","0101000020E610000047A8BE98D26F07409B3F016FDC9D4940",0,"0.881532756056178","0.829793179666766","-72.297457782469","13","2012"
"9",2012-07-18 11:22:22,"51.2333579","2.9296191","11","\N",21.6,"\N","4","4","6.6","6.9","0.53","1.08","0.36","0.8","0101000020E610000048E58123DC6F0740B261F2ABDE9D4940",0,"1.25574678976297","1.07643104162623","102.35523610224","7","2012"
"10",2012-07-18 11:22:26,"51.2333573","2.9296711","13","\N",21.4,"\N","4","4","6.7","7","1.05","0.76","0.03","0.98","0101000020E6100000704AD466F76F074035E4E9A6DE9D4940",0,"1.29653384066904","1.08855209114223","139.61183244956","9","2012"
"11",2012-07-18 11:22:30,"51.2333339","2.9297319","12","\N",21.4,"\N","3.9","4","6.4","7.2","0.74","1.09","-0.02","0.59","0101000020E6100000306244471770074029C69EE2DD9D4940",0,"1.31761147535986","1.2262716356812","121.03326777895","8","2012"
"12",2012-07-18 11:22:34,"51.2333028","2.9297925","12","\N",21.4,"\N","4","4","6","6.9","1.21","0.71","-0.63","0.77","0101000020E61000005587DC0C377007405908BCDDDC9D4940",0,"1.53788816238373","1.51064963382413","154.631256952883","11","2012"
"13",2012-07-18 11:22:38,"51.233264","2.9298294","13","\N",21.3,"\N","4","4","5.9","8.1","1.35","0.68","-0.08","0.77","0101000020E6100000DADF7E654A700740C5AA4198DB9D4940",0,"1.51370406618995","1.28278966488735","151.600866150897","12","2012"
"14",2012-07-18 11:22:42,"51.2332174","2.9298842","8","\N",21.3,"\N","4","4","4.7","7.6","1.14","0.64","-0.23","0.66","0101000020E61000007889A02067700740D8ED5811DA9D4940",0,"1.32744114747133","1.20629536282475","151.213202195426","7","2012"
"15",2012-07-18 11:22:46,"51.2331683","2.9299259","9","\N",21.3,"\N","3.9","4","4.6","8","1.28","1.13","-0.24","0.47","0101000020E61000007FA081FD7C700740627B7775D89D4940",0,"1.7242099640125","1.59721455718761","138.272098771345","8","2012"
"16",2012-07-18 11:22:50,"51.2331273","2.9299988","6","\N",21.3,"\N","4","4","5.7","7.4","1.45","1.73","-0.98","1.76","0101000020E6100000D08DFA35A370074003A7881DD79D4940",0,"2.46085351047152","2.45287505105752","137.611356265218","5","2012"
"17",2012-07-18 11:22:54,"51.2331208","2.9300631","9","\N",21.3,"\N","4","4","6.3","7.4","0.65","1.27","0.49","0.5","0101000020E610000024BB2DECC4700740390202E7D69D4940",0,"1.50847605217982","1.26014998383498","101.440193473915","4","2012"
"18",2012-07-18 11:22:58,"51.2330801","2.9301305","11","\N",21.3,"\N","4","4","6.9","7.7","1.83","1.33","-0.55","2.23","0101000020E6100000D7187442E8700740996C9791D59D4940",0,"2.32815377498996","2.20126919715613","145.881212302463","6","2012"
"19",2012-07-18 11:23:02,"51.2330524","2.9301756","11","\N",21.2,"\N","3.9","4","6.1","7.4","2.1","0.82","-0.6","1.53","0101000020E6100000244CACE7FF7007408D203AA9D49D4940",0,"2.33289519696021","2.16394503218329","160.801995461932","6","2012"
"20",2012-07-18 11:23:06,"51.2329978","2.9302312","8","\N",21,"\N","4","4","5.8","6.4","1.06","0.25","-0.4","1.24","0101000020E61000002DC02D0E1D7107401D8535DFD29D4940",0,"1.16021549722455","1.10328327861015","169.794121113714","3","2012"
"21",2012-07-18 11:23:10,"51.232956","2.9303032","8","\N",20.9,"\N","4","4","4.7","6.1","1.18","1.06","-0.34","0.32","0101000020E6100000C6E9DACD4271074018B49080D19D4940",0,"1.62222070015149","1.54104653182684","139.624009840713","3","2012"
"22",2012-07-18 11:23:14,"51.232915","2.9303555","7","\N",21,"\N","4","4","4.7","6.4","1.53","0.6","-0.6","0.68","0101000020E6100000D63A71395E710740B9DFA128D09D4940",0,"1.7495427974188","1.67412066152642","161.867992328383","2","2012"
"23",2012-07-18 11:23:18,"51.2328795","2.9304329","7","\N",21.2,"\N","3.9","4","4.5","7.1","1.03","1.25","-0.61","0.5","0101000020E6100000C1FAE4CD867107405534D6FECE9D4940",0,"1.73075128195821","1.71814703331118","135.898708421303","2","2012"
"24",2012-07-18 11:23:22,"51.2328396","2.9304979","9","\N",21.3,"\N","4","4","6","6.9","1.86","0.94","-0.57","1.19","0101000020E610000033F90BE2A87107405B9B21B0CD9D4940",0,"2.16057862620179","2.02667437147261","155.399580520195","4","2012"
"25",2012-07-18 11:23:26,"51.2328214","2.930579","6","\N",21.3,"\N","4","4","5.3","6.1","0.67","1.45","-0.61","0.37","0101000020E61000004CC11A67D37107408B677517CD9D4940",0,"1.70982455240297","1.70979401075412","124.217171707602","1","2012"
"26",2012-07-18 11:23:30,"51.2327775","2.9306343","6","\N",21.2,"\N","4","4","5.3","6.1","1.35","1.08","-0.82","1.4","0101000020E61000006D495865F071074050DF32A7CB9D4940",0,"1.91345237724904","1.89841320242666","147.873199897989","1","2012"
"27",2012-07-18 11:23:34,"51.2327424","2.9306834","6","\N",21,"\N","3.9","4","4.1","5.5","1.18","0.68","-0.71","0.28","0101000020E6100000D1706F230A7207403F32C280CA9D4940",0,"1.53587108834042","1.52198179079568","156.010956582851","1","2012"
"28",2012-07-18 11:23:38,"51.2327055","2.9307561","6","\N",21,"\N","4","4","4.7","5.6","0.75","1.56","-0.63","0.73","0101000020E6100000886B104130720740B70C384BC99D4940",0,"1.84200977196105","1.84180088336375","124.404511803721","1","2012"
"29",2012-07-18 11:23:42,"51.2326599","2.930821","6","\N",21.1,"\N","4","4","5.6","6.6","1.17","0.84","-0.6","0.99","0101000020E6100000AC70CB47527207409ACBB2CCC79D4940",0,"1.5602884348735","1.53296421699622","149.454840418561","1","2012"
"30",2012-07-18 11:23:46,"51.2326738","2.9308015","8","\N",21.1,"\N","4","4","7.6","10","-0.1","-0.81","0.54","1.02","0101000020E6100000BD8A8C0E487207406AD14C41C89D4940",0,"0.9786214794291","0.920379239026341","-60.8521289065583","3","2012"
"31",2012-07-18 11:23:50,"51.2326763","2.9307389","11","\N",20.8,"\N","3.9","4","7.9","11.7","1.14","-1.68","0.91","1.16","0101000020E61000008DEB843C27720740F3864556C89D4940",0,"2.22488201934395","1.75412754742063","-98.2238534029071","6","2012"
"32",2012-07-18 11:23:54,"51.232644","2.9308047","7","\N",21,"\N","4","4","7.2","11.6","0.66","0.1","0.14","0.97","0101000020E610000069B40BBC4972074029CE5147C79D4940",0,"0.682055716199197","0.435301203436999","171.262786773307","2","2012"
"33",2012-07-18 11:23:58,"51.2325684","2.9309068","6","\N",20.8,"\N","4","4","6.8","11.2","2.51","2.02","0.02","0.76","0101000020E6100000FAFDAC437F720740A10A24CDC49D4940",0,"3.22194040913236","2.76745594186262","136.954214540887","-3","2012"
"34",2012-07-18 11:24:02,"51.2325305","2.9309689","7","\N",20.8,"\N","4","4","6.3","10.8","1.27","1.23","-0.24","0.83","0101000020E6100000A8BE98D29F7207404969368FC39D4940",0,"1.78420850799451","1.66298410666904","135.603694350599","-2","2012"
"35",2012-07-18 11:24:06,"51.2325254","2.9310171","9","\N",20.7,"\N","3.9","4","7.4","12","0.62","0.84","0.69","1.04","0101000020E61000005422E417B9720740A23E6E64C39D4940",0,"1.25143917151414","0.811579582257938","95.9561827080118","0","2012"
"36",2012-07-18 11:24:10,"51.2325243","2.9310406","11","\N",20.7,"\N","4","4","14.9","15.9","0.07","0.55","0.71","2.16","0101000020E61000005AFC016AC57207403D03345BC39D4940",0,"0.900832947887676","0.65826773233708","55.9957085449103","2","2012"
"37",2012-07-18 11:24:14,"51.2325302","2.9310567","15","\N",20.9,"\N","4","5","21.1","21","0.24","0.27","1.14","2.52","0101000020E610000002C6E9DACD7207408A2AB28CC39D4940",0,"1.19586788567968","0.576784941115907","26.501595715512","6","2012"
"38",2012-07-18 11:24:18,"51.232449","2.9310272","22","\N",21.2,"\N","4","5","26.4","26.5","5","-0.59","-1.4","4.27","0101000020E6100000DA7D7D63BE720740747E8AE3C09D4940",0,"5.22571526204787","4.82108011501665","-169.90676040843","20","2012"
"39",2012-07-18 11:24:25,"51.2325159","2.9309087","47","\N",21.5,"\N","6.9","4","40.9","37","3.3","-2.03","3.49","2.65","0101000020E6100000B87EB042807207406726BD14C39D4940",0,"5.21449901716359","2.21693682380365","-97.8656460529064","38","2012"
"40",2012-07-18 11:24:29,"51.232688","2.9308374","69","\N",21.7,"\N","4","4","40","42.6","1.2","-1.19","4.64","3.37","0101000020E61000003D26F7E05A720740F9156BB8C89D4940",0,"4.93818792676018","2.37402029054666","-31.7658235216971","60","2012"
